game_pk,game_date,team,opponent,is_home,runs,runs_allowed
777967,2025-05-11,Pittsburgh Pirates,Atlanta Braves,1,4,3
777967,2025-05-11,Atlanta Braves,Pittsburgh Pirates,0,3,4
777969,2025-05-11,Detroit Tigers,Texas Rangers,1,1,6
777969,2025-05-11,Texas Rangers,Detroit Tigers,0,6,1
777964,2025-05-11,Tampa Bay Rays,Milwaukee Brewers,1,2,4
777964,2025-05-11,Milwaukee Brewers,Tampa Bay Rays,0,4,2
777963,2025-05-11,Houston Astros,Cincinnati Reds,1,6,0
777963,2025-05-11,Cincinnati Reds,Houston Astros,0,0,6
777965,2025-05-11,Kansas City Royals,Boston Red Sox,1,1,3
777965,2025-05-11,Boston Red Sox,Kansas City Royals,0,3,1
777956,2025-05-11,Minnesota Twins,San Francisco Giants,1,7,6
777956,2025-05-11,San Francisco Giants,Minnesota Twins,0,6,7
777966,2025-05-11,Chicago White Sox,Miami Marlins,1,4,2
777966,2025-05-11,Miami Marlins,Chicago White Sox,0,2,4
777955,2025-05-11,Colorado Rockies,San Diego Padres,1,9,3
777955,2025-05-11,San Diego Padres,Colorado Rockies,0,3,9
777957,2025-05-11,Athletics,New York Yankees,1,2,12
777957,2025-05-11,New York Yankees,Athletics,0,12,2
777961,2025-05-11,Los Angeles Angels,Baltimore Orioles,1,3,7
777961,2025-05-11,Baltimore Orioles,Los Angeles Angels,0,7,3
777954,2025-05-11,Arizona Diamondbacks,Los Angeles Dodgers,1,1,8
777954,2025-05-11,Los Angeles Dodgers,Arizona Diamondbacks,0,8,1
777958,2025-05-11,Seattle Mariners,Toronto Blue Jays,1,1,9
777958,2025-05-11,Toronto Blue Jays,Seattle Mariners,0,9,1
777971,2025-05-11,Cleveland Guardians,Philadelphia Phillies,1,0,3
777971,2025-05-11,Philadelphia Phillies,Cleveland Guardians,0,3,0
777960,2025-05-12,Cleveland Guardians,Milwaukee Brewers,1,5,0
777960,2025-05-12,Milwaukee Brewers,Cleveland Guardians,0,0,5
777951,2025-05-12,Detroit Tigers,Boston Red Sox,1,14,2
777951,2025-05-12,Boston Red Sox,Detroit Tigers,0,2,14
777953,2025-05-12,Philadelphia Phillies,St. Louis Cardinals,1,2,3
777953,2025-05-12,St. Louis Cardinals,Philadelphia Phillies,0,3,2
777950,2025-05-12,New York Mets,Pittsburgh Pirates,1,4,3
777950,2025-05-12,Pittsburgh Pirates,New York Mets,0,3,4
777959,2025-05-12,Atlanta Braves,Washington Nationals,1,4,3
777959,2025-05-12,Washington Nationals,Atlanta Braves,0,3,4
777952,2025-05-12,Chicago Cubs,Miami Marlins,1,5,2
777952,2025-05-12,Miami Marlins,Chicago Cubs,0,2,5
777949,2025-05-12,Texas Rangers,Colorado Rockies,1,2,1
777949,2025-05-12,Colorado Rockies,Texas Rangers,0,1,2
777948,2025-05-12,Houston Astros,Kansas City Royals,1,5,7
777948,2025-05-12,Kansas City Royals,Houston Astros,0,7,5
777947,2025-05-12,San Diego Padres,Los Angeles Angels,1,5,9
777947,2025-05-12,Los Angeles Angels,San Diego Padres,0,9,5
777941,2025-05-12,Seattle Mariners,New York Yankees,1,5,11
777941,2025-05-12,New York Yankees,Seattle Mariners,0,11,5
777939,2025-05-12,San Francisco Giants,Arizona Diamondbacks,1,1,2
777939,2025-05-12,Arizona Diamondbacks,San Francisco Giants,0,2,1
777944,2025-05-13,Cleveland Guardians,Milwaukee Brewers,1,2,0
777944,2025-05-13,Milwaukee Brewers,Cleveland Guardians,0,0,2
777940,2025-05-13,Detroit Tigers,Boston Red Sox,1,10,9
777940,2025-05-13,Boston Red Sox,Detroit Tigers,0,9,10
777945,2025-05-13,Cincinnati Reds,Chicago White Sox,1,1,5
777945,2025-05-13,Chicago White Sox,Cincinnati Reds,0,5,1
777935,2025-05-13,Toronto Blue Jays,Tampa Bay Rays,1,9,11
777935,2025-05-13,Tampa Bay Rays,Toronto Blue Jays,0,11,9
777943,2025-05-13,New York Mets,Pittsburgh Pirates,1,2,1
777943,2025-05-13,Pittsburgh Pirates,New York Mets,0,1,2
777942,2025-05-13,Atlanta Braves,Washington Nationals,1,5,2
777942,2025-05-13,Washington Nationals,Atlanta Braves,0,2,5
777936,2025-05-13,Chicago Cubs,Miami Marlins,1,5,4
777936,2025-05-13,Miami Marlins,Chicago Cubs,0,4,5
777934,2025-05-13,Texas Rangers,Colorado Rockies,1,4,1
777934,2025-05-13,Colorado Rockies,Texas Rangers,0,1,4
777931,2025-05-13,Houston Astros,Kansas City Royals,1,2,1
777931,2025-05-13,Kansas City Royals,Houston Astros,0,1,2
777932,2025-05-13,San Diego Padres,Los Angeles Angels,1,6,4
777932,2025-05-13,Los Angeles Angels,San Diego Padres,0,4,6
777926,2025-05-13,Seattle Mariners,New York Yankees,1,2,1
777926,2025-05-13,New York Yankees,Seattle Mariners,0,1,2
777930,2025-05-13,San Francisco Giants,Arizona Diamondbacks,1,10,6
777930,2025-05-13,Arizona Diamondbacks,San Francisco Giants,0,6,10
777937,2025-05-13,Los Angeles Dodgers,Athletics,1,1,11
777937,2025-05-13,Athletics,Los Angeles Dodgers,0,11,1
777924,2025-05-14,Baltimore Orioles,Minnesota Twins,1,3,6
777924,2025-05-14,Minnesota Twins,Baltimore Orioles,0,6,3
777938,2025-05-14,Baltimore Orioles,Minnesota Twins,1,6,8
777938,2025-05-14,Minnesota Twins,Baltimore Orioles,0,8,6
777922,2025-05-14,Philadelphia Phillies,St. Louis Cardinals,1,2,1
777922,2025-05-14,St. Louis Cardinals,Philadelphia Phillies,0,1,2
777933,2025-05-14,Philadelphia Phillies,St. Louis Cardinals,1,7,14
777933,2025-05-14,St. Louis Cardinals,Philadelphia Phillies,0,14,7
777925,2025-05-14,Cleveland Guardians,Milwaukee Brewers,1,5,9
777925,2025-05-14,Milwaukee Brewers,Cleveland Guardians,0,9,5
777916,2025-05-14,San Francisco Giants,Arizona Diamondbacks,1,7,8
777916,2025-05-14,Arizona Diamondbacks,San Francisco Giants,0,8,7
777915,2025-05-14,Seattle Mariners,New York Yankees,1,2,3
777915,2025-05-14,New York Yankees,Seattle Mariners,0,3,2
777927,2025-05-14,Detroit Tigers,Boston Red Sox,1,6,5
777927,2025-05-14,Boston Red Sox,Detroit Tigers,0,5,6
777923,2025-05-14,Toronto Blue Jays,Tampa Bay Rays,1,3,1
777923,2025-05-14,Tampa Bay Rays,Toronto Blue Jays,0,1,3
777919,2025-05-14,New York Mets,Pittsburgh Pirates,1,0,4
777919,2025-05-14,Pittsburgh Pirates,New York Mets,0,4,0
777928,2025-05-14,Cincinnati Reds,Chicago White Sox,1,2,4
777928,2025-05-14,Chicago White Sox,Cincinnati Reds,0,4,2
777929,2025-05-14,Atlanta Braves,Washington Nationals,1,4,5
777929,2025-05-14,Washington Nationals,Atlanta Braves,0,5,4
777921,2025-05-14,Chicago Cubs,Miami Marlins,1,1,3
777921,2025-05-14,Miami Marlins,Chicago Cubs,0,3,1
777918,2025-05-14,Texas Rangers,Colorado Rockies,1,8,3
777918,2025-05-14,Colorado Rockies,Texas Rangers,0,3,8
777920,2025-05-14,Houston Astros,Kansas City Royals,1,4,3
777920,2025-05-14,Kansas City Royals,Houston Astros,0,3,4
777914,2025-05-14,San Diego Padres,Los Angeles Angels,1,5,1
777914,2025-05-14,Los Angeles Angels,San Diego Padres,0,1,5
777917,2025-05-14,Los Angeles Dodgers,Athletics,1,9,3
777917,2025-05-14,Athletics,Los Angeles Dodgers,0,3,9
777909,2025-05-15,Atlanta Braves,Washington Nationals,1,5,2
777909,2025-05-15,Washington Nationals,Atlanta Braves,0,2,5
777911,2025-05-15,Baltimore Orioles,Minnesota Twins,1,0,4
777911,2025-05-15,Minnesota Twins,Baltimore Orioles,0,4,0
777912,2025-05-15,Cincinnati Reds,Chicago White Sox,1,7,1
777912,2025-05-15,Chicago White Sox,Cincinnati Reds,0,1,7
777913,2025-05-15,Toronto Blue Jays,Tampa Bay Rays,1,3,8
777913,2025-05-15,Tampa Bay Rays,Toronto Blue Jays,0,8,3
777910,2025-05-15,Texas Rangers,Houston Astros,1,1,0
777910,2025-05-15,Houston Astros,Texas Rangers,0,0,1
777946,2025-05-15,Los Angeles Dodgers,Athletics,1,19,2
777946,2025-05-15,Athletics,Los Angeles Dodgers,0,2,19
777900,2025-05-16,Chicago Cubs,Chicago White Sox,1,13,3
777900,2025-05-16,Chicago White Sox,Chicago Cubs,0,3,13
777902,2025-05-16,Cincinnati Reds,Cleveland Guardians,1,5,4
777902,2025-05-16,Cleveland Guardians,Cincinnati Reds,0,4,5
777905,2025-05-16,Philadelphia Phillies,Pittsburgh Pirates,1,8,4
777905,2025-05-16,Pittsburgh Pirates,Philadelphia Phillies,0,4,8
777907,2025-05-16,Baltimore Orioles,Washington Nationals,1,3,4
777907,2025-05-16,Washington Nationals,Baltimore Orioles,0,4,3
777904,2025-05-16,New York Yankees,New York Mets,1,6,2
777904,2025-05-16,New York Mets,New York Yankees,0,2,6
777906,2025-05-16,Toronto Blue Jays,Detroit Tigers,1,4,5
777906,2025-05-16,Detroit Tigers,Toronto Blue Jays,0,5,4
777908,2025-05-16,Boston Red Sox,Atlanta Braves,1,2,4
777908,2025-05-16,Atlanta Braves,Boston Red Sox,0,4,2
777903,2025-05-16,Miami Marlins,Tampa Bay Rays,1,9,4
777903,2025-05-16,Tampa Bay Rays,Miami Marlins,0,4,9
777901,2025-05-16,Kansas City Royals,St. Louis Cardinals,1,3,10
777901,2025-05-16,St. Louis Cardinals,Kansas City Royals,0,10,3
777895,2025-05-16,Texas Rangers,Houston Astros,1,3,6
777895,2025-05-16,Houston Astros,Texas Rangers,0,6,3
777898,2025-05-16,Milwaukee Brewers,Minnesota Twins,1,0,3
777898,2025-05-16,Minnesota Twins,Milwaukee Brewers,0,3,0
777897,2025-05-16,Arizona Diamondbacks,Colorado Rockies,1,8,0
777897,2025-05-16,Colorado Rockies,Arizona Diamondbacks,0,0,8
777896,2025-05-16,San Diego Padres,Seattle Mariners,1,1,5
777896,2025-05-16,Seattle Mariners,San Diego Padres,0,5,1
777899,2025-05-16,Los Angeles Dodgers,Los Angeles Angels,1,2,6
777899,2025-05-16,Los Angeles Angels,Los Angeles Dodgers,0,6,2
777891,2025-05-16,San Francisco Giants,Athletics,1,9,1
777891,2025-05-16,Athletics,San Francisco Giants,0,1,9
777888,2025-05-17,New York Yankees,New York Mets,1,2,3
777888,2025-05-17,New York Mets,New York Yankees,0,3,2
777881,2025-05-17,Chicago Cubs,Chicago White Sox,1,7,3
777881,2025-05-17,Chicago White Sox,Chicago Cubs,0,3,7
777886,2025-05-17,Toronto Blue Jays,Detroit Tigers,1,2,1
777886,2025-05-17,Detroit Tigers,Toronto Blue Jays,0,1,2
777890,2025-05-17,Baltimore Orioles,Washington Nationals,1,6,10
777890,2025-05-17,Washington Nationals,Baltimore Orioles,0,10,6
777889,2025-05-17,Miami Marlins,Tampa Bay Rays,1,0,4
777889,2025-05-17,Tampa Bay Rays,Miami Marlins,0,4,0
777894,2025-05-17,Philadelphia Phillies,Pittsburgh Pirates,1,5,2
777894,2025-05-17,Pittsburgh Pirates,Philadelphia Phillies,0,2,5
777892,2025-05-17,Cincinnati Reds,Cleveland Guardians,1,4,1
777892,2025-05-17,Cleveland Guardians,Cincinnati Reds,0,1,4
777882,2025-05-17,Texas Rangers,Houston Astros,1,5,1
777882,2025-05-17,Houston Astros,Texas Rangers,0,1,5
777885,2025-05-17,Kansas City Royals,St. Louis Cardinals,1,0,1
777885,2025-05-17,St. Louis Cardinals,Kansas City Royals,0,1,0
777893,2025-05-17,Boston Red Sox,Atlanta Braves,1,7,6
777893,2025-05-17,Atlanta Braves,Boston Red Sox,0,6,7
777883,2025-05-17,Milwaukee Brewers,Minnesota Twins,1,0,7
777883,2025-05-17,Minnesota Twins,Milwaukee Brewers,0,7,0
777887,2025-05-17,Arizona Diamondbacks,Colorado Rockies,1,12,14
777887,2025-05-17,Colorado Rockies,Arizona Diamondbacks,0,14,12
777875,2025-05-17,San Diego Padres,Seattle Mariners,1,1,4
777875,2025-05-17,Seattle Mariners,San Diego Padres,0,4,1
777879,2025-05-17,San Francisco Giants,Athletics,1,1,0
777879,2025-05-17,Athletics,San Francisco Giants,0,0,1
777884,2025-05-17,Los Angeles Dodgers,Los Angeles Angels,1,9,11
777884,2025-05-17,Los Angeles Angels,Los Angeles Dodgers,0,11,9
777869,2025-05-18,Texas Rangers,Houston Astros,1,3,4
777869,2025-05-18,Houston Astros,Texas Rangers,0,4,3
777873,2025-05-18,Baltimore Orioles,Washington Nationals,1,4,10
777873,2025-05-18,Washington Nationals,Baltimore Orioles,0,10,4
777880,2025-05-18,Philadelphia Phillies,Pittsburgh Pirates,1,1,0
777880,2025-05-18,Pittsburgh Pirates,Philadelphia Phillies,0,0,1
777876,2025-05-18,Boston Red Sox,Atlanta Braves,1,4,10
777876,2025-05-18,Atlanta Braves,Boston Red Sox,0,10,4
777871,2025-05-18,Toronto Blue Jays,Detroit Tigers,1,2,3
777871,2025-05-18,Detroit Tigers,Toronto Blue Jays,0,3,2
777874,2025-05-18,Cincinnati Reds,Cleveland Guardians,1,3,1
777874,2025-05-18,Cleveland Guardians,Cincinnati Reds,0,1,3
777877,2025-05-18,Miami Marlins,Tampa Bay Rays,1,5,1
777877,2025-05-18,Tampa Bay Rays,Miami Marlins,0,1,5
777864,2025-05-18,Kansas City Royals,St. Louis Cardinals,1,2,1
777864,2025-05-18,St. Louis Cardinals,Kansas City Royals,0,1,2
777865,2025-05-18,Milwaukee Brewers,Minnesota Twins,1,5,2
777865,2025-05-18,Minnesota Twins,Milwaukee Brewers,0,2,5
777872,2025-05-18,Chicago Cubs,Chicago White Sox,1,6,2
777872,2025-05-18,Chicago White Sox,Chicago Cubs,0,2,6
777867,2025-05-18,San Francisco Giants,Athletics,1,3,2
777867,2025-05-18,Athletics,San Francisco Giants,0,2,3
777870,2025-05-18,Arizona Diamondbacks,Colorado Rockies,1,1,0
777870,2025-05-18,Colorado Rockies,Arizona Diamondbacks,0,0,1
777866,2025-05-18,Los Angeles Dodgers,Los Angeles Angels,1,4,6
777866,2025-05-18,Los Angeles Angels,Los Angeles Dodgers,0,6,4
777868,2025-05-18,San Diego Padres,Seattle Mariners,1,1,6
777868,2025-05-18,Seattle Mariners,San Diego Padres,0,6,1
777878,2025-05-18,New York Yankees,New York Mets,1,8,2
777878,2025-05-18,New York Mets,New York Yankees,0,2,8
777859,2025-05-19,Pittsburgh Pirates,Cincinnati Reds,1,1,7
777859,2025-05-19,Cincinnati Reds,Pittsburgh Pirates,0,7,1
777863,2025-05-19,Miami Marlins,Chicago Cubs,1,8,7
777863,2025-05-19,Chicago Cubs,Miami Marlins,0,7,8
777856,2025-05-19,Boston Red Sox,New York Mets,1,3,1
777856,2025-05-19,New York Mets,Boston Red Sox,0,1,3
777858,2025-05-19,Tampa Bay Rays,Houston Astros,1,3,4
777858,2025-05-19,Houston Astros,Tampa Bay Rays,0,4,3
777861,2025-05-19,Minnesota Twins,Cleveland Guardians,1,6,5
777861,2025-05-19,Cleveland Guardians,Minnesota Twins,0,5,6
777857,2025-05-19,Chicago White Sox,Seattle Mariners,1,1,5
777857,2025-05-19,Seattle Mariners,Chicago White Sox,0,5,1
777860,2025-05-19,Milwaukee Brewers,Baltimore Orioles,1,5,4
777860,2025-05-19,Baltimore Orioles,Milwaukee Brewers,0,4,5
777862,2025-05-19,St. Louis Cardinals,Detroit Tigers,1,11,4
777862,2025-05-19,Detroit Tigers,St. Louis Cardinals,0,4,11
777852,2025-05-19,Colorado Rockies,Philadelphia Phillies,1,3,9
777852,2025-05-19,Philadelphia Phillies,Colorado Rockies,0,9,3
777855,2025-05-19,San Francisco Giants,Kansas City Royals,1,1,3
777855,2025-05-19,Kansas City Royals,San Francisco Giants,0,3,1
777853,2025-05-19,Athletics,Los Angeles Angels,1,3,4
777853,2025-05-19,Los Angeles Angels,Athletics,0,4,3
777854,2025-05-19,Los Angeles Dodgers,Arizona Diamondbacks,1,5,9
777854,2025-05-19,Arizona Diamondbacks,Los Angeles Dodgers,0,9,5
777847,2025-05-20,Pittsburgh Pirates,Cincinnati Reds,1,1,0
777847,2025-05-20,Cincinnati Reds,Pittsburgh Pirates,0,0,1
777850,2025-05-20,Miami Marlins,Chicago Cubs,1,1,14
777850,2025-05-20,Chicago Cubs,Miami Marlins,0,14,1
777851,2025-05-20,Boston Red Sox,New York Mets,1,2,0
777851,2025-05-20,New York Mets,Boston Red Sox,0,0,2
777841,2025-05-20,Washington Nationals,Atlanta Braves,1,5,3
777841,2025-05-20,Atlanta Braves,Washington Nationals,0,3,5
777848,2025-05-20,Tampa Bay Rays,Houston Astros,1,3,2
777848,2025-05-20,Houston Astros,Tampa Bay Rays,0,2,3
777849,2025-05-20,New York Yankees,Texas Rangers,1,5,2
777849,2025-05-20,Texas Rangers,New York Yankees,0,2,5
777845,2025-05-20,Toronto Blue Jays,San Diego Padres,1,3,0
777845,2025-05-20,San Diego Padres,Toronto Blue Jays,0,0,3
777846,2025-05-20,Chicago White Sox,Seattle Mariners,1,1,0
777846,2025-05-20,Seattle Mariners,Chicago White Sox,0,0,1
777844,2025-05-20,Milwaukee Brewers,Baltimore Orioles,1,5,2
777844,2025-05-20,Baltimore Orioles,Milwaukee Brewers,0,2,5
777840,2025-05-20,St. Louis Cardinals,Detroit Tigers,1,4,5
777840,2025-05-20,Detroit Tigers,St. Louis Cardinals,0,5,4
777842,2025-05-20,Colorado Rockies,Philadelphia Phillies,1,4,7
777842,2025-05-20,Philadelphia Phillies,Colorado Rockies,0,7,4
777836,2025-05-20,San Francisco Giants,Kansas City Royals,1,3,2
777836,2025-05-20,Kansas City Royals,San Francisco Giants,0,2,3
777843,2025-05-20,Athletics,Los Angeles Angels,1,5,7
777843,2025-05-20,Los Angeles Angels,Athletics,0,7,5
777838,2025-05-20,Los Angeles Dodgers,Arizona Diamondbacks,1,4,3
777838,2025-05-20,Arizona Diamondbacks,Los Angeles Dodgers,0,3,4
777834,2025-05-21,Pittsburgh Pirates,Cincinnati Reds,1,3,1
777834,2025-05-21,Cincinnati Reds,Pittsburgh Pirates,0,1,3
777832,2025-05-21,Tampa Bay Rays,Houston Astros,1,8,4
777832,2025-05-21,Houston Astros,Tampa Bay Rays,0,4,8
777861,2025-05-21,Minnesota Twins,Cleveland Guardians,1,6,5
777861,2025-05-21,Cleveland Guardians,Minnesota Twins,0,5,6
777833,2025-05-21,Miami Marlins,Chicago Cubs,1,1,2
777833,2025-05-21,Chicago Cubs,Miami Marlins,0,2,1
777826,2025-05-21,Milwaukee Brewers,Baltimore Orioles,1,4,8
777826,2025-05-21,Baltimore Orioles,Milwaukee Brewers,0,8,4
777827,2025-05-21,St. Louis Cardinals,Detroit Tigers,1,1,5
777827,2025-05-21,Detroit Tigers,St. Louis Cardinals,0,5,1
777830,2025-05-21,Chicago White Sox,Seattle Mariners,1,5,6
777830,2025-05-21,Seattle Mariners,Chicago White Sox,0,6,5
777819,2025-05-21,San Francisco Giants,Kansas City Royals,1,4,8
777819,2025-05-21,Kansas City Royals,San Francisco Giants,0,8,4
777829,2025-05-21,Minnesota Twins,Cleveland Guardians,1,1,5
777829,2025-05-21,Cleveland Guardians,Minnesota Twins,0,5,1
777831,2025-05-21,Boston Red Sox,New York Mets,1,1,5
777831,2025-05-21,New York Mets,Boston Red Sox,0,5,1
777835,2025-05-21,New York Yankees,Texas Rangers,1,4,3
777835,2025-05-21,Texas Rangers,New York Yankees,0,3,4
777837,2025-05-21,Toronto Blue Jays,San Diego Padres,1,14,0
777837,2025-05-21,San Diego Padres,Toronto Blue Jays,0,0,14
777823,2025-05-21,Colorado Rockies,Philadelphia Phillies,1,5,9
777823,2025-05-21,Philadelphia Phillies,Colorado Rockies,0,9,5
777828,2025-05-21,Athletics,Los Angeles Angels,1,5,10
777828,2025-05-21,Los Angeles Angels,Athletics,0,10,5
777824,2025-05-21,Los Angeles Dodgers,Arizona Diamondbacks,1,3,1
777824,2025-05-21,Arizona Diamondbacks,Los Angeles Dodgers,0,1,3
777818,2025-05-22,New York Yankees,Texas Rangers,1,1,0
777818,2025-05-22,Texas Rangers,New York Yankees,0,0,1
777816,2025-05-22,Toronto Blue Jays,San Diego Padres,1,7,6
777816,2025-05-22,San Diego Padres,Toronto Blue Jays,0,6,7
777817,2025-05-22,Colorado Rockies,Philadelphia Phillies,1,0,2
777817,2025-05-22,Philadelphia Phillies,Colorado Rockies,0,2,0
777812,2025-05-22,Athletics,Los Angeles Angels,1,5,10
777812,2025-05-22,Los Angeles Angels,Athletics,0,10,5
777821,2025-05-22,Detroit Tigers,Cleveland Guardians,1,0,7
777821,2025-05-22,Cleveland Guardians,Detroit Tigers,0,7,0
777814,2025-05-22,Pittsburgh Pirates,Milwaukee Brewers,1,5,8
777814,2025-05-22,Milwaukee Brewers,Pittsburgh Pirates,0,8,5
777820,2025-05-22,Washington Nationals,Atlanta Braves,1,8,7
777820,2025-05-22,Atlanta Braves,Washington Nationals,0,7,8
777822,2025-05-22,Houston Astros,Seattle Mariners,1,9,2
777822,2025-05-22,Seattle Mariners,Houston Astros,0,2,9
777815,2025-05-23,Boston Red Sox,Baltimore Orioles,1,19,5
777815,2025-05-23,Baltimore Orioles,Boston Red Sox,0,5,19
777811,2025-05-23,Cincinnati Reds,Chicago Cubs,1,6,13
777811,2025-05-23,Chicago Cubs,Cincinnati Reds,0,13,6
777806,2025-05-23,Pittsburgh Pirates,Milwaukee Brewers,1,6,5
777806,2025-05-23,Milwaukee Brewers,Pittsburgh Pirates,0,5,6
777801,2025-05-23,Washington Nationals,San Francisco Giants,1,0,4
777801,2025-05-23,San Francisco Giants,Washington Nationals,0,4,0
777810,2025-05-23,Tampa Bay Rays,Toronto Blue Jays,1,3,1
777810,2025-05-23,Toronto Blue Jays,Tampa Bay Rays,0,1,3
777807,2025-05-23,Detroit Tigers,Cleveland Guardians,1,1,3
777807,2025-05-23,Cleveland Guardians,Detroit Tigers,0,3,1
777808,2025-05-23,New York Mets,Los Angeles Dodgers,1,5,7
777808,2025-05-23,Los Angeles Dodgers,New York Mets,0,7,5
777813,2025-05-23,Atlanta Braves,San Diego Padres,1,1,2
777813,2025-05-23,San Diego Padres,Atlanta Braves,0,2,1
777805,2025-05-23,Chicago White Sox,Texas Rangers,1,4,1
777805,2025-05-23,Texas Rangers,Chicago White Sox,0,1,4
777800,2025-05-23,Houston Astros,Seattle Mariners,1,3,5
777800,2025-05-23,Seattle Mariners,Houston Astros,0,5,3
777799,2025-05-23,Minnesota Twins,Kansas City Royals,1,3,1
777799,2025-05-23,Kansas City Royals,Minnesota Twins,0,1,3
777797,2025-05-23,St. Louis Cardinals,Arizona Diamondbacks,1,4,3
777797,2025-05-23,Arizona Diamondbacks,St. Louis Cardinals,0,3,4
777802,2025-05-23,Colorado Rockies,New York Yankees,1,3,2
777802,2025-05-23,New York Yankees,Colorado Rockies,0,2,3
777798,2025-05-23,Los Angeles Angels,Miami Marlins,1,7,4
777798,2025-05-23,Miami Marlins,Los Angeles Angels,0,4,7
777804,2025-05-23,Athletics,Philadelphia Phillies,1,3,4
777804,2025-05-23,Philadelphia Phillies,Athletics,0,4,3
777809,2025-05-24,Boston Red Sox,Baltimore Orioles,1,6,5
777809,2025-05-24,Baltimore Orioles,Boston Red Sox,0,5,6
777790,2025-05-24,Boston Red Sox,Baltimore Orioles,1,1,2
777790,2025-05-24,Baltimore Orioles,Boston Red Sox,0,2,1
777788,2025-05-24,Minnesota Twins,Kansas City Royals,1,5,4
777788,2025-05-24,Kansas City Royals,Minnesota Twins,0,4,5
777786,2025-05-24,St. Louis Cardinals,Arizona Diamondbacks,1,6,5
777786,2025-05-24,Arizona Diamondbacks,St. Louis Cardinals,0,5,6
777793,2025-05-24,Washington Nationals,San Francisco Giants,1,3,0
777793,2025-05-24,San Francisco Giants,Washington Nationals,0,0,3
777794,2025-05-24,Pittsburgh Pirates,Milwaukee Brewers,1,2,1
777794,2025-05-24,Milwaukee Brewers,Pittsburgh Pirates,0,1,2
777791,2025-05-24,Cincinnati Reds,Chicago Cubs,1,6,4
777791,2025-05-24,Chicago Cubs,Cincinnati Reds,0,4,6
777787,2025-05-24,Houston Astros,Seattle Mariners,1,2,1
777787,2025-05-24,Seattle Mariners,Houston Astros,0,1,2
777803,2025-05-24,Atlanta Braves,San Diego Padres,1,7,1
777803,2025-05-24,San Diego Padres,Atlanta Braves,0,1,7
777792,2025-05-24,Chicago White Sox,Texas Rangers,1,10,5
777792,2025-05-24,Texas Rangers,Chicago White Sox,0,5,10
777782,2025-05-24,Colorado Rockies,New York Yankees,1,1,13
777782,2025-05-24,New York Yankees,Colorado Rockies,0,13,1
777795,2025-05-24,Tampa Bay Rays,Toronto Blue Jays,1,3,1
777795,2025-05-24,Toronto Blue Jays,Tampa Bay Rays,0,1,3
777796,2025-05-24,Detroit Tigers,Cleveland Guardians,1,5,7
777796,2025-05-24,Cleveland Guardians,Detroit Tigers,0,7,5
777789,2025-05-24,New York Mets,Los Angeles Dodgers,1,5,2
777789,2025-05-24,Los Angeles Dodgers,New York Mets,0,2,5
777784,2025-05-24,Athletics,Philadelphia Phillies,1,6,9
